match_id,season,match_phase,team1,team2,team1_short,team2_short,venue,city,pitch_type,toss_winner,toss_decision,team1_home,team2_home,team1_strength,team2_strength,team1_score,team2_score,winner,winner_short,win_margin,player_of_match
612,2021,league,Mumbai Indians,Lucknow Super Giants,MI,LSG,"Wankhede Stadium, Mumbai",Mumbai,batting,Lucknow Super Giants,field,1,0,88,81,156,145,Mumbai Indians,MI,6 wickets,Piyush Chawla
613,2026,league,Lucknow Super Giants,Punjab Kings,LSG,PBKS,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Lucknow Super Giants,field,0,0,81,75,151,163,Punjab Kings,PBKS,41 runs,Jitesh Sharma
614,2020,league,Rajasthan Royals,Delhi Capitals,RR,DC,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,bat,0,0,83,80,123,142,Delhi Capitals,DC,2 runs,Axar Patel
615,2026,final,Punjab Kings,Lucknow Super Giants,PBKS,LSG,"IS Bindra Stadium, Mohali",Mohali,pace,Lucknow Super Giants,bat,1,0,75,81,149,106,Punjab Kings,PBKS,24 runs,Shikhar Dhawan
616,2022,league,Punjab Kings,Delhi Capitals,PBKS,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Punjab Kings,field,0,1,75,80,142,107,Punjab Kings,PBKS,20 runs,Kagiso Rabada
617,2019,league,Lucknow Super Giants,Mumbai Indians,LSG,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Lucknow Super Giants,field,0,1,81,88,174,192,Mumbai Indians,MI,3 wickets,Suryakumar Yadav
618,2022,league,Chennai Super Kings,Kolkata Knight Riders,CSK,KKR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,1,0,90,85,203,197,Chennai Super Kings,CSK,9 runs,Ravindra Jadeja
619,2021,league,Gujarat Titans,Sunrisers Hyderabad,GT,SRH,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Sunrisers Hyderabad,bat,1,0,86,78,104,115,Sunrisers Hyderabad,SRH,1 wickets,Aiden Markram
620,2022,playoff,Mumbai Indians,Sunrisers Hyderabad,MI,SRH,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Mumbai Indians,field,0,0,88,78,132,128,Mumbai Indians,MI,45 runs,Suryakumar Yadav
621,2018,league,Punjab Kings,Chennai Super Kings,PBKS,CSK,"IS Bindra Stadium, Mohali",Mohali,pace,Chennai Super Kings,field,1,0,75,90,127,150,Chennai Super Kings,CSK,18 runs,Ravindra Jadeja
622,2025,league,Kolkata Knight Riders,Delhi Capitals,KKR,DC,"Eden Gardens, Kolkata",Kolkata,balanced,Delhi Capitals,bat,1,0,85,80,178,161,Kolkata Knight Riders,KKR,41 runs,Shreyas Iyer
623,2026,league,Punjab Kings,Royal Challengers Bangalore,PBKS,RCB,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,1,0,75,82,214,175,Punjab Kings,PBKS,4 wickets,Arshdeep Singh
624,2019,league,Gujarat Titans,Lucknow Super Giants,GT,LSG,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,1,0,86,81,138,101,Gujarat Titans,GT,2 wickets,Rahul Tewatia
625,2026,league,Lucknow Super Giants,Chennai Super Kings,LSG,CSK,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,1,0,81,90,197,221,Chennai Super Kings,CSK,1 wickets,Devon Conway
626,2023,league,Lucknow Super Giants,Gujarat Titans,LSG,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Lucknow Super Giants,field,0,1,81,86,121,127,Gujarat Titans,GT,46 runs,Rashid Khan
627,2018,league,Kolkata Knight Riders,Chennai Super Kings,KKR,CSK,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,90,164,171,Chennai Super Kings,CSK,12 runs,Ravindra Jadeja
628,2023,league,Punjab Kings,Gujarat Titans,PBKS,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Punjab Kings,field,0,1,75,86,147,153,Gujarat Titans,GT,4 wickets,Rahul Tewatia
629,2020,league,Delhi Capitals,Sunrisers Hyderabad,DC,SRH,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Sunrisers Hyderabad,bat,0,0,80,78,194,208,Sunrisers Hyderabad,SRH,9 runs,Travis Head
630,2024,final,Lucknow Super Giants,Chennai Super Kings,LSG,CSK,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Chennai Super Kings,field,1,0,81,90,195,205,Chennai Super Kings,CSK,48 runs,Ravindra Jadeja
631,2020,league,Rajasthan Royals,Gujarat Titans,RR,GT,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Gujarat Titans,bat,1,0,83,86,208,227,Gujarat Titans,GT,5 wickets,Rashid Khan
632,2021,league,Royal Challengers Bangalore,Lucknow Super Giants,RCB,LSG,"Wankhede Stadium, Mumbai",Mumbai,batting,Royal Challengers Bangalore,bat,0,0,82,81,183,177,Royal Challengers Bangalore,RCB,12 runs,Faf du Plessis
633,2023,league,Rajasthan Royals,Mumbai Indians,RR,MI,"Eden Gardens, Kolkata",Kolkata,balanced,Rajasthan Royals,bat,0,0,83,88,175,182,Mumbai Indians,MI,25 runs,Suryakumar Yadav
634,2021,league,Punjab Kings,Rajasthan Royals,PBKS,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Punjab Kings,field,0,1,75,83,153,128,Punjab Kings,PBKS,36 runs,Shikhar Dhawan
635,2021,league,Lucknow Super Giants,Royal Challengers Bangalore,LSG,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Lucknow Super Giants,bat,0,1,81,82,147,127,Lucknow Super Giants,LSG,3 wickets,Quinton de Kock
636,2020,playoff,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,82,80,188,174,Royal Challengers Bangalore,RCB,45 runs,Faf du Plessis
637,2023,playoff,Lucknow Super Giants,Punjab Kings,LSG,PBKS,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Punjab Kings,bat,1,0,81,75,187,195,Punjab Kings,PBKS,43 runs,Liam Livingstone
638,2021,league,Punjab Kings,Gujarat Titans,PBKS,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,0,1,75,86,168,179,Gujarat Titans,GT,43 runs,Rahul Tewatia
639,2024,final,Gujarat Titans,Lucknow Super Giants,GT,LSG,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Gujarat Titans,field,0,0,86,81,159,188,Lucknow Super Giants,LSG,11 runs,Marcus Stoinis
640,2025,league,Gujarat Titans,Lucknow Super Giants,GT,LSG,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Lucknow Super Giants,bat,1,0,86,81,163,152,Gujarat Titans,GT,5 wickets,Wriddhiman Saha
641,2020,league,Kolkata Knight Riders,Sunrisers Hyderabad,KKR,SRH,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,1,0,85,78,221,248,Sunrisers Hyderabad,SRH,28 runs,Heinrich Klaasen
642,2018,league,Sunrisers Hyderabad,Gujarat Titans,SRH,GT,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Sunrisers Hyderabad,field,0,0,78,86,229,246,Gujarat Titans,GT,5 wickets,Mohammed Shami
643,2024,league,Mumbai Indians,Punjab Kings,MI,PBKS,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Punjab Kings,field,0,0,88,75,149,130,Mumbai Indians,MI,5 wickets,Tilak Varma
644,2019,league,Punjab Kings,Rajasthan Royals,PBKS,RR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Punjab Kings,bat,0,0,75,83,223,233,Rajasthan Royals,RR,6 wickets,Yashasvi Jaiswal
645,2025,league,Gujarat Titans,Chennai Super Kings,GT,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Gujarat Titans,field,0,1,86,90,186,146,Gujarat Titans,GT,4 wickets,Mohammed Shami
646,2023,league,Lucknow Super Giants,Delhi Capitals,LSG,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,81,80,160,172,Delhi Capitals,DC,21 runs,Kuldeep Yadav
647,2020,league,Chennai Super Kings,Rajasthan Royals,CSK,RR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Rajasthan Royals,bat,1,0,90,83,269,261,Chennai Super Kings,CSK,24 runs,Ravindra Jadeja
648,2023,league,Lucknow Super Giants,Sunrisers Hyderabad,LSG,SRH,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Sunrisers Hyderabad,field,1,0,81,78,233,201,Lucknow Super Giants,LSG,7 wickets,Mark Wood
649,2022,league,Punjab Kings,Delhi Capitals,PBKS,DC,"IS Bindra Stadium, Mohali",Mohali,pace,Delhi Capitals,bat,1,0,75,80,136,106,Punjab Kings,PBKS,2 wickets,Liam Livingstone
650,2022,league,Mumbai Indians,Delhi Capitals,MI,DC,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Delhi Capitals,bat,0,0,88,80,178,192,Delhi Capitals,DC,4 wickets,Rishabh Pant
651,2026,league,Chennai Super Kings,Delhi Capitals,CSK,DC,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Delhi Capitals,field,1,0,90,80,180,145,Chennai Super Kings,CSK,1 wickets,MS Dhoni
652,2023,league,Gujarat Titans,Mumbai Indians,GT,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,field,0,1,86,88,201,168,Gujarat Titans,GT,42 runs,David Miller
653,2025,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"Eden Gardens, Kolkata",Kolkata,balanced,Royal Challengers Bangalore,bat,0,0,80,82,144,159,Royal Challengers Bangalore,RCB,1 wickets,Rajat Patidar
654,2022,playoff,Royal Challengers Bangalore,Lucknow Super Giants,RCB,LSG,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Lucknow Super Giants,field,1,0,82,81,195,157,Royal Challengers Bangalore,RCB,4 runs,Dinesh Karthik
655,2019,league,Rajasthan Royals,Delhi Capitals,RR,DC,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Rajasthan Royals,field,0,0,83,80,153,118,Rajasthan Royals,RR,27 runs,Jos Buttler
656,2020,league,Rajasthan Royals,Punjab Kings,RR,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,0,1,83,75,132,92,Rajasthan Royals,RR,42 runs,Sanju Samson
657,2019,league,Royal Challengers Bangalore,Rajasthan Royals,RCB,RR,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,bat,1,0,82,83,233,204,Royal Challengers Bangalore,RCB,6 wickets,Glenn Maxwell
658,2026,league,Lucknow Super Giants,Sunrisers Hyderabad,LSG,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,0,1,81,78,207,166,Lucknow Super Giants,LSG,1 wickets,Mark Wood
659,2019,league,Chennai Super Kings,Delhi Capitals,CSK,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,90,80,163,132,Chennai Super Kings,CSK,7 wickets,Ruturaj Gaikwad
660,2023,league,Delhi Capitals,Gujarat Titans,DC,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Delhi Capitals,bat,0,1,80,86,146,161,Gujarat Titans,GT,22 runs,Rahul Tewatia
661,2022,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,0,1,90,86,220,239,Gujarat Titans,GT,35 runs,Shubman Gill
662,2026,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Kolkata Knight Riders,field,1,0,83,85,93,80,Rajasthan Royals,RR,43 runs,Yuzvendra Chahal
663,2022,league,Royal Challengers Bangalore,Kolkata Knight Riders,RCB,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,82,85,158,125,Royal Challengers Bangalore,RCB,7 wickets,Virat Kohli
664,2026,league,Sunrisers Hyderabad,Gujarat Titans,SRH,GT,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Sunrisers Hyderabad,field,0,0,78,86,165,170,Gujarat Titans,GT,2 wickets,Rahul Tewatia
665,2024,league,Mumbai Indians,Sunrisers Hyderabad,MI,SRH,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,1,0,88,78,172,139,Mumbai Indians,MI,4 wickets,Jasprit Bumrah
666,2022,league,Kolkata Knight Riders,Delhi Capitals,KKR,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Kolkata Knight Riders,field,0,1,85,80,172,189,Delhi Capitals,DC,4 wickets,Anrich Nortje
667,2018,league,Mumbai Indians,Sunrisers Hyderabad,MI,SRH,"Wankhede Stadium, Mumbai",Mumbai,batting,Sunrisers Hyderabad,field,1,0,88,78,140,151,Sunrisers Hyderabad,SRH,5 wickets,Heinrich Klaasen
668,2024,league,Kolkata Knight Riders,Mumbai Indians,KKR,MI,"Eden Gardens, Kolkata",Kolkata,balanced,Mumbai Indians,field,1,0,85,88,168,184,Mumbai Indians,MI,7 wickets,Ishan Kishan
669,2020,league,Gujarat Titans,Punjab Kings,GT,PBKS,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Punjab Kings,field,1,0,86,75,212,181,Gujarat Titans,GT,38 runs,David Miller
670,2020,league,Rajasthan Royals,Punjab Kings,RR,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,0,1,83,75,184,200,Punjab Kings,PBKS,7 wickets,Shikhar Dhawan
671,2022,league,Royal Challengers Bangalore,Punjab Kings,RCB,PBKS,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Punjab Kings,field,1,0,82,75,167,130,Royal Challengers Bangalore,RCB,40 runs,Faf du Plessis
672,2025,league,Mumbai Indians,Chennai Super Kings,MI,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,bat,0,1,88,90,174,203,Chennai Super Kings,CSK,2 wickets,Shivam Dube
673,2022,league,Rajasthan Royals,Royal Challengers Bangalore,RR,RCB,"Eden Gardens, Kolkata",Kolkata,balanced,Royal Challengers Bangalore,field,0,0,83,82,208,212,Royal Challengers Bangalore,RCB,4 runs,Wanindu Hasaranga
674,2018,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,81,85,176,166,Lucknow Super Giants,LSG,3 wickets,Marcus Stoinis
675,2026,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Lucknow Super Giants,field,0,0,81,85,167,190,Kolkata Knight Riders,KKR,2 wickets,Andre Russell
676,2019,league,Rajasthan Royals,Gujarat Titans,RR,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Rajasthan Royals,field,0,1,83,86,191,199,Gujarat Titans,GT,3 wickets,Hardik Pandya
677,2018,league,Punjab Kings,Kolkata Knight Riders,PBKS,KKR,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,1,0,75,85,183,190,Kolkata Knight Riders,KKR,8 runs,Sunil Narine
678,2024,league,Chennai Super Kings,Punjab Kings,CSK,PBKS,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Chennai Super Kings,bat,0,0,90,75,156,138,Chennai Super Kings,CSK,5 wickets,Ravindra Jadeja
679,2021,league,Sunrisers Hyderabad,Delhi Capitals,SRH,DC,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,field,1,0,78,80,121,123,Delhi Capitals,DC,37 runs,Kuldeep Yadav
680,2021,league,Rajasthan Royals,Chennai Super Kings,RR,CSK,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,1,0,83,90,155,180,Chennai Super Kings,CSK,26 runs,Ruturaj Gaikwad
681,2018,league,Kolkata Knight Riders,Royal Challengers Bangalore,KKR,RCB,"Wankhede Stadium, Mumbai",Mumbai,batting,Royal Challengers Bangalore,field,0,0,85,82,202,179,Kolkata Knight Riders,KKR,3 wickets,Varun Chakravarthy
682,2019,league,Delhi Capitals,Mumbai Indians,DC,MI,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Mumbai Indians,field,0,0,80,88,192,173,Delhi Capitals,DC,20 runs,Jake Fraser-McGurk
683,2019,league,Sunrisers Hyderabad,Delhi Capitals,SRH,DC,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,field,1,0,78,80,196,159,Sunrisers Hyderabad,SRH,2 wickets,Aiden Markram
684,2022,league,Mumbai Indians,Punjab Kings,MI,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,0,1,88,75,124,93,Mumbai Indians,MI,32 runs,Tim David
685,2018,league,Punjab Kings,Kolkata Knight Riders,PBKS,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Punjab Kings,bat,0,1,75,85,242,263,Kolkata Knight Riders,KKR,27 runs,Andre Russell
686,2018,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,83,85,211,223,Kolkata Knight Riders,KKR,38 runs,Venkatesh Iyer
687,2020,final,Rajasthan Royals,Chennai Super Kings,RR,CSK,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Chennai Super Kings,bat,1,0,83,90,196,218,Chennai Super Kings,CSK,4 wickets,Deepak Chahar
688,2025,playoff,Punjab Kings,Royal Challengers Bangalore,PBKS,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,field,0,1,75,82,169,191,Royal Challengers Bangalore,RCB,19 runs,Mohammed Siraj
689,2026,league,Lucknow Super Giants,Delhi Capitals,LSG,DC,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Delhi Capitals,field,1,0,81,80,146,139,Lucknow Super Giants,LSG,18 runs,KL Rahul
690,2022,league,Lucknow Super Giants,Chennai Super Kings,LSG,CSK,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Chennai Super Kings,bat,0,0,81,90,187,211,Chennai Super Kings,CSK,44 runs,Ravindra Jadeja
691,2020,league,Mumbai Indians,Punjab Kings,MI,PBKS,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,1,0,88,75,206,233,Punjab Kings,PBKS,1 wickets,Jitesh Sharma
692,2022,league,Sunrisers Hyderabad,Punjab Kings,SRH,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Sunrisers Hyderabad,field,0,1,78,75,177,198,Punjab Kings,PBKS,5 wickets,Liam Livingstone
693,2022,league,Mumbai Indians,Chennai Super Kings,MI,CSK,"Wankhede Stadium, Mumbai",Mumbai,batting,Chennai Super Kings,field,1,0,88,90,175,198,Chennai Super Kings,CSK,23 runs,Ravindra Jadeja
694,2018,league,Sunrisers Hyderabad,Kolkata Knight Riders,SRH,KKR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Kolkata Knight Riders,field,1,0,78,85,218,190,Sunrisers Hyderabad,SRH,7 wickets,Travis Head
695,2023,league,Chennai Super Kings,Mumbai Indians,CSK,MI,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,1,0,90,88,174,180,Mumbai Indians,MI,14 runs,Tim David
696,2022,league,Punjab Kings,Kolkata Knight Riders,PBKS,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,75,85,160,187,Kolkata Knight Riders,KKR,2 wickets,Rinku Singh
697,2022,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,82,80,147,164,Delhi Capitals,DC,40 runs,Rishabh Pant
698,2024,league,Royal Challengers Bangalore,Rajasthan Royals,RCB,RR,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,field,1,0,82,83,186,161,Royal Challengers Bangalore,RCB,4 wickets,Mohammed Siraj
699,2025,league,Mumbai Indians,Royal Challengers Bangalore,MI,RCB,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Mumbai Indians,field,0,0,88,82,200,187,Mumbai Indians,MI,4 wickets,Tim David
700,2023,league,Gujarat Titans,Kolkata Knight Riders,GT,KKR,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,1,0,86,85,140,159,Kolkata Knight Riders,KKR,7 wickets,Rinku Singh
701,2018,league,Delhi Capitals,Sunrisers Hyderabad,DC,SRH,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Sunrisers Hyderabad,field,0,0,80,78,180,138,Delhi Capitals,DC,17 runs,Axar Patel
702,2021,league,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Kolkata Knight Riders,field,0,0,85,75,128,153,Punjab Kings,PBKS,18 runs,Arshdeep Singh
703,2025,league,Lucknow Super Giants,Sunrisers Hyderabad,LSG,SRH,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Sunrisers Hyderabad,bat,1,0,81,78,143,120,Lucknow Super Giants,LSG,13 runs,Quinton de Kock
704,2022,league,Sunrisers Hyderabad,Rajasthan Royals,SRH,RR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Rajasthan Royals,field,0,0,78,83,139,168,Rajasthan Royals,RR,1 wickets,Shimron Hetmyer
705,2019,league,Rajasthan Royals,Chennai Super Kings,RR,CSK,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Chennai Super Kings,bat,1,0,83,90,200,158,Rajasthan Royals,RR,6 wickets,Riyan Parag
706,2020,league,Lucknow Super Giants,Sunrisers Hyderabad,LSG,SRH,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Sunrisers Hyderabad,field,1,0,81,78,200,192,Lucknow Super Giants,LSG,48 runs,Ravi Bishnoi
707,2023,league,Mumbai Indians,Chennai Super Kings,MI,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,0,1,88,90,173,141,Mumbai Indians,MI,39 runs,Tilak Varma
708,2023,league,Punjab Kings,Delhi Capitals,PBKS,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,75,80,164,155,Punjab Kings,PBKS,30 runs,Kagiso Rabada
709,2021,league,Royal Challengers Bangalore,Gujarat Titans,RCB,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,bat,0,1,82,86,154,161,Gujarat Titans,GT,5 wickets,Wriddhiman Saha
710,2022,league,Delhi Capitals,Sunrisers Hyderabad,DC,SRH,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,1,0,80,78,134,108,Delhi Capitals,DC,42 runs,Kuldeep Yadav
711,2022,league,Royal Challengers Bangalore,Mumbai Indians,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,0,1,82,88,215,209,Royal Challengers Bangalore,RCB,5 wickets,Rajat Patidar
712,2018,league,Mumbai Indians,Rajasthan Royals,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,batting,Rajasthan Royals,field,1,0,88,83,189,172,Mumbai Indians,MI,26 runs,Rohit Sharma
713,2020,league,Sunrisers Hyderabad,Mumbai Indians,SRH,MI,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,1,0,78,88,196,189,Sunrisers Hyderabad,SRH,7 wickets,T Natarajan
714,2021,league,Sunrisers Hyderabad,Rajasthan Royals,SRH,RR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,1,0,78,83,180,158,Sunrisers Hyderabad,SRH,2 wickets,Travis Head
715,2023,league,Sunrisers Hyderabad,Royal Challengers Bangalore,SRH,RCB,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,1,0,78,82,144,120,Sunrisers Hyderabad,SRH,4 wickets,Aiden Markram
716,2019,playoff,Kolkata Knight Riders,Delhi Capitals,KKR,DC,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Kolkata Knight Riders,field,0,0,85,80,183,188,Delhi Capitals,DC,1 wickets,Axar Patel
717,2018,league,Chennai Super Kings,Mumbai Indians,CSK,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Chennai Super Kings,field,0,1,90,88,200,175,Chennai Super Kings,CSK,14 runs,Ruturaj Gaikwad
718,2018,league,Lucknow Super Giants,Sunrisers Hyderabad,LSG,SRH,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,bat,1,0,81,78,221,232,Sunrisers Hyderabad,SRH,21 runs,Bhuvneshwar Kumar
719,2022,league,Delhi Capitals,Chennai Super Kings,DC,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,bat,0,1,80,90,146,160,Chennai Super Kings,CSK,19 runs,Ravindra Jadeja
720,2025,final,Punjab Kings,Delhi Capitals,PBKS,DC,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Punjab Kings,bat,0,0,75,80,193,220,Delhi Capitals,DC,7 wickets,Anrich Nortje
721,2018,league,Mumbai Indians,Punjab Kings,MI,PBKS,"Wankhede Stadium, Mumbai",Mumbai,batting,Punjab Kings,field,1,0,88,75,187,165,Mumbai Indians,MI,5 wickets,Jasprit Bumrah
722,2025,league,Sunrisers Hyderabad,Gujarat Titans,SRH,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Sunrisers Hyderabad,field,0,1,78,86,147,160,Gujarat Titans,GT,7 wickets,David Miller
723,2021,league,Royal Challengers Bangalore,Chennai Super Kings,RCB,CSK,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,bat,1,0,82,90,139,140,Chennai Super Kings,CSK,35 runs,Ravindra Jadeja
724,2025,league,Gujarat Titans,Punjab Kings,GT,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Gujarat Titans,field,0,1,86,75,159,129,Gujarat Titans,GT,5 wickets,Rahul Tewatia
725,2020,league,Chennai Super Kings,Lucknow Super Giants,CSK,LSG,"Wankhede Stadium, Mumbai",Mumbai,batting,Chennai Super Kings,bat,0,0,90,81,222,206,Chennai Super Kings,CSK,3 wickets,Ravindra Jadeja
