innings_id,batsman,team,opponent,venue,pitch_type,match_format,batting_avg,strike_rate,batting_style,batting_position,is_home,opponent_strength,runs_scored,balls_faced,fours,sixes,not_out
695,Aiden Markram,South Africa,Australia,"R. Premadasa Stadium, Colombo",spin,T20,38.9,87.1,right,3,0,90,56,59,3,1,0
696,KL Rahul,India,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,T20,47.5,87.3,right,3,1,70,33,36,3,1,0
697,Shai Hope,West Indies,Afghanistan,"R. Premadasa Stadium, Colombo",spin,T20,40.2,78.6,right,2,0,70,40,52,2,0,1
698,Mahmudullah,Bangladesh,New Zealand,"Gaddafi Stadium, Lahore",spin,T20,33.9,76.8,right,6,0,83,24,30,1,0,0
699,Glenn Phillips,New Zealand,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,35.6,98.2,right,5,0,80,24,25,2,0,1
700,Heinrich Klaasen,South Africa,New Zealand,Melbourne Cricket Ground,pace,T20,41.5,112.7,right,6,0,83,30,34,2,0,0
701,Imam-ul-Haq,Pakistan,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,49.5,79.1,left,2,0,72,35,43,2,0,0
702,Heinrich Klaasen,South Africa,West Indies,"Newlands, Cape Town",pace,T20,41.5,112.7,right,5,1,68,23,15,2,0,0
703,Babar Azam,Pakistan,Sri Lanka,"Wankhede Stadium, Mumbai",batting,ODI,56.2,88.9,right,3,0,72,0,1,0,0,0
704,Shai Hope,West Indies,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,T20,40.2,78.6,right,2,0,72,40,45,3,0,1
705,Shubman Gill,India,Australia,"Hagley Oval, Christchurch",pace,ODI,52.3,98.1,right,2,0,90,20,20,1,0,0
706,Mahmudullah,Bangladesh,Pakistan,Melbourne Cricket Ground,pace,ODI,33.9,76.8,right,7,0,80,23,35,1,0,0
707,Shreyas Iyer,India,West Indies,"Wankhede Stadium, Mumbai",batting,T20,44.2,96.7,right,6,1,68,6,7,0,0,0
708,Marnus Labuschagne,Australia,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,ODI,53.1,84.2,right,4,0,72,0,1,0,0,0
709,David Miller,South Africa,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,36.8,101.4,left,7,0,65,0,1,0,0,0
710,Tom Latham,New Zealand,Bangladesh,Dubai International Stadium,spin,ODI,39.8,78.4,left,2,0,65,2,3,0,0,0
711,Fakhar Zaman,Pakistan,Afghanistan,"Eden Gardens, Kolkata",balanced,T20,42.1,94.3,left,1,0,70,15,16,1,0,0
712,Dhananjaya de Silva,Sri Lanka,South Africa,"MA Chidambaram Stadium, Chennai",spin,T20,37.1,86.5,right,6,0,84,12,12,1,0,0
713,Kusal Mendis,Sri Lanka,Afghanistan,Melbourne Cricket Ground,pace,T20,33.8,89.2,right,4,0,70,8,8,0,0,0
714,Mahmudullah,Bangladesh,India,"Shere Bangla Stadium, Dhaka",spin,T20,33.9,76.8,right,6,1,92,7,10,0,0,0
715,Brandon King,West Indies,India,"Kensington Oval, Barbados",batting,ODI,35.8,91.2,right,2,1,92,25,30,2,0,0
716,Jos Buttler,England,Australia,"Wankhede Stadium, Mumbai",batting,T20,39.8,118.2,right,6,0,90,48,44,4,1,1
717,Ibrahim Zadran,Afghanistan,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,41.2,82.3,right,2,0,85,5,4,0,0,0
718,Nicholas Pooran,West Indies,Sri Lanka,"Eden Gardens, Kolkata",balanced,T20,30.5,105.3,left,6,0,72,6,7,0,0,0
719,Dhananjaya de Silva,Sri Lanka,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,37.1,86.5,right,5,0,85,12,14,1,0,0
720,Jonny Bairstow,England,Sri Lanka,Sydney Cricket Ground,balanced,ODI,42.3,104.5,right,6,0,72,39,38,3,1,0
721,Kane Williamson,New Zealand,England,Dubai International Stadium,spin,T20,48.5,81.3,right,3,0,85,88,96,6,1,0
722,Devon Conway,New Zealand,Sri Lanka,"Lord's, London",pace,T20,45.2,85.7,left,2,0,72,13,18,0,0,0
723,Mohammad Rizwan,Pakistan,India,Dubai International Stadium,spin,ODI,44.8,81.2,right,5,0,92,51,72,4,0,0
724,Hashmatullah Shahidi,Afghanistan,Bangladesh,Dubai International Stadium,spin,T20,35.6,72.4,left,4,0,65,3,4,0,0,1
725,KL Rahul,India,New Zealand,"Kensington Oval, Barbados",batting,ODI,47.5,87.3,right,4,0,83,19,29,1,0,0
726,Imam-ul-Haq,Pakistan,India,Sydney Cricket Ground,balanced,ODI,49.5,79.1,left,2,0,92,51,72,3,0,0
727,Mitchell Marsh,Australia,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,38.5,92.6,right,6,0,65,0,1,0,0,0
728,Rahmanullah Gurbaz,Afghanistan,New Zealand,"MA Chidambaram Stadium, Chennai",spin,ODI,38.1,102.5,right,2,0,83,44,28,4,1,0
729,Najibullah Zadran,Afghanistan,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,28.9,108.7,left,5,0,83,32,28,2,0,0
730,Jos Buttler,England,West Indies,Sydney Cricket Ground,balanced,T20,39.8,118.2,right,7,0,68,46,38,4,0,0
731,Rahmanullah Gurbaz,Afghanistan,New Zealand,"Gaddafi Stadium, Lahore",spin,ODI,38.1,102.5,right,2,0,83,2,2,0,0,0
732,Tom Latham,New Zealand,India,"Shere Bangla Stadium, Dhaka",spin,T20,39.8,78.4,left,2,0,92,13,13,1,0,0
733,David Miller,South Africa,West Indies,"Eden Gardens, Kolkata",balanced,ODI,36.8,101.4,left,6,0,68,15,13,0,0,1
734,Rassie van der Dussen,South Africa,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,48.2,84.5,right,6,0,70,0,1,0,0,0
735,Ibrahim Zadran,Afghanistan,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,T20,41.2,82.3,right,1,0,72,13,15,1,0,0
736,Harry Brook,England,Bangladesh,"R. Premadasa Stadium, Colombo",spin,ODI,48.7,103.2,right,6,0,65,40,38,3,1,0
737,Ibrahim Zadran,Afghanistan,England,"Wankhede Stadium, Mumbai",batting,ODI,41.2,82.3,right,1,0,85,5,5,0,0,0
738,Rahmanullah Gurbaz,Afghanistan,Pakistan,"Kensington Oval, Barbados",batting,T20,38.1,102.5,right,1,0,80,13,16,1,0,0
739,Dhananjaya de Silva,Sri Lanka,Australia,"Wankhede Stadium, Mumbai",batting,ODI,37.1,86.5,right,6,0,90,5,5,0,0,0
740,KL Rahul,India,Bangladesh,"The Oval, London",balanced,T20,47.5,87.3,right,4,0,65,0,1,0,0,1
741,Mushfiqur Rahim,Bangladesh,Sri Lanka,"Newlands, Cape Town",pace,T20,36.5,78.9,right,6,0,72,11,15,0,0,0
742,Rohit Sharma,India,New Zealand,"Newlands, Cape Town",pace,T20,49.7,91.5,right,1,0,83,3,2,0,0,0
743,Ibrahim Zadran,Afghanistan,Pakistan,"Eden Gardens, Kolkata",balanced,T20,41.2,82.3,right,1,0,80,4,3,0,0,0
744,Azmatullah Omarzai,Afghanistan,India,"Hagley Oval, Christchurch",pace,ODI,32.4,96.8,right,5,0,92,0,1,0,0,0
745,Dhananjaya de Silva,Sri Lanka,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,37.1,86.5,right,6,0,84,49,58,4,1,0
746,Jonny Bairstow,England,India,"Lord's, London",pace,ODI,42.3,104.5,right,5,1,92,12,11,1,0,0
747,Kyle Mayers,West Indies,South Africa,Melbourne Cricket Ground,pace,T20,33.5,95.1,left,6,0,84,37,33,3,0,1
748,Daryl Mitchell,New Zealand,Bangladesh,Melbourne Cricket Ground,pace,T20,43.1,93.5,right,5,0,65,13,12,1,0,0
749,Rassie van der Dussen,South Africa,Sri Lanka,Sydney Cricket Ground,balanced,T20,48.2,84.5,right,6,0,72,20,34,1,0,1
750,David Warner,Australia,Pakistan,"Gaddafi Stadium, Lahore",spin,T20,45.3,97.1,left,1,0,80,15,15,1,0,0
751,Joe Root,England,Pakistan,Melbourne Cricket Ground,pace,T20,51.2,87.5,right,4,0,80,23,28,2,0,0
752,Hashmatullah Shahidi,Afghanistan,South Africa,"Hagley Oval, Christchurch",pace,T20,35.6,72.4,left,3,0,84,2,2,0,0,0
753,Marnus Labuschagne,Australia,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,53.1,84.2,right,3,0,70,7,6,0,0,0
754,KL Rahul,India,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,47.5,87.3,right,4,1,85,10,10,0,0,0
755,Steve Smith,Australia,Afghanistan,"The Oval, London",balanced,ODI,56.8,86.4,right,3,0,70,3,3,0,0,0
756,Ibrahim Zadran,Afghanistan,Pakistan,"MA Chidambaram Stadium, Chennai",spin,ODI,41.2,82.3,right,2,0,80,96,112,7,2,1
757,Saud Shakeel,Pakistan,Sri Lanka,"Gaddafi Stadium, Lahore",spin,ODI,46.3,82.4,left,5,1,72,19,24,1,0,0
758,Jos Buttler,England,Australia,"Gaddafi Stadium, Lahore",spin,T20,39.8,118.2,right,7,0,90,7,5,0,0,0
759,Jos Buttler,England,India,"Eden Gardens, Kolkata",balanced,T20,39.8,118.2,right,7,0,92,38,28,3,1,0
760,Shai Hope,West Indies,Afghanistan,"The Oval, London",balanced,ODI,40.2,78.6,right,1,0,70,2,2,0,0,0
761,David Warner,Australia,Afghanistan,"Newlands, Cape Town",pace,T20,45.3,97.1,left,1,0,70,3,3,0,0,0
762,Dhananjaya de Silva,Sri Lanka,South Africa,"Eden Gardens, Kolkata",balanced,T20,37.1,86.5,right,5,0,84,4,4,0,0,0
763,Heinrich Klaasen,South Africa,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,41.5,112.7,right,5,0,70,3,3,0,0,1
764,Kusal Mendis,Sri Lanka,Afghanistan,"Kensington Oval, Barbados",batting,T20,33.8,89.2,right,3,0,70,3,3,0,0,0
765,Harry Brook,England,South Africa,Melbourne Cricket Ground,pace,T20,48.7,103.2,right,5,0,84,18,17,1,0,0
766,Pathum Nissanka,Sri Lanka,England,"Eden Gardens, Kolkata",balanced,ODI,39.4,85.6,right,2,0,85,26,29,1,0,0
767,Travis Head,Australia,Bangladesh,"Hagley Oval, Christchurch",pace,ODI,44.9,101.3,left,5,0,65,22,20,2,0,0
768,Hashmatullah Shahidi,Afghanistan,Pakistan,"Hagley Oval, Christchurch",pace,ODI,35.6,72.4,left,3,0,80,8,9,0,0,0
769,Ben Stokes,England,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,40.1,95.8,left,5,0,68,28,27,3,0,0
770,Dhananjaya de Silva,Sri Lanka,India,Melbourne Cricket Ground,pace,ODI,37.1,86.5,right,5,0,92,2,1,0,0,0
771,Jonny Bairstow,England,West Indies,Sydney Cricket Ground,balanced,T20,42.3,104.5,right,6,0,68,2,2,0,0,0
772,Azmatullah Omarzai,Afghanistan,New Zealand,"Lord's, London",pace,ODI,32.4,96.8,right,5,0,83,0,1,0,0,1
773,Mahmudullah,Bangladesh,New Zealand,Melbourne Cricket Ground,pace,ODI,33.9,76.8,right,6,0,83,2,2,0,0,0
774,Mitchell Marsh,Australia,England,"Gaddafi Stadium, Lahore",spin,T20,38.5,92.6,right,5,0,85,0,1,0,0,1
775,Ibrahim Zadran,Afghanistan,Australia,Melbourne Cricket Ground,pace,T20,41.2,82.3,right,1,0,90,35,38,3,0,0
776,Litton Das,Bangladesh,England,"The Oval, London",balanced,T20,34.2,88.4,right,1,0,85,20,21,1,0,0
777,David Warner,Australia,New Zealand,Melbourne Cricket Ground,pace,T20,45.3,97.1,left,1,1,83,6,8,0,0,0
778,Brandon King,West Indies,South Africa,"Hagley Oval, Christchurch",pace,ODI,35.8,91.2,right,1,0,84,0,1,0,0,0
779,Jonny Bairstow,England,New Zealand,"Wankhede Stadium, Mumbai",batting,ODI,42.3,104.5,right,6,0,83,51,65,4,0,0
780,Heinrich Klaasen,South Africa,Pakistan,"MA Chidambaram Stadium, Chennai",spin,ODI,41.5,112.7,right,5,0,80,38,38,2,1,1
781,Ibrahim Zadran,Afghanistan,West Indies,"Wankhede Stadium, Mumbai",batting,ODI,41.2,82.3,right,2,0,68,34,37,3,1,0
782,Rohit Sharma,India,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,ODI,49.7,91.5,right,1,0,70,4,4,0,0,0
783,Shakib Al Hasan,Bangladesh,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,37.8,82.1,left,5,0,92,8,20,0,0,0
784,Charith Asalanka,Sri Lanka,England,"Eden Gardens, Kolkata",balanced,T20,35.2,92.1,left,6,0,85,31,57,2,0,0
785,Pathum Nissanka,Sri Lanka,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,39.4,85.6,right,2,0,65,185,167,18,4,0
786,David Warner,Australia,Afghanistan,"R. Premadasa Stadium, Colombo",spin,ODI,45.3,97.1,left,2,0,70,32,36,2,0,0
787,Tom Latham,New Zealand,Sri Lanka,Dubai International Stadium,spin,T20,39.8,78.4,left,2,0,72,0,1,0,0,0
788,Jonny Bairstow,England,India,"Lord's, London",pace,T20,42.3,104.5,right,5,1,92,8,8,0,0,0
789,Jonny Bairstow,England,Pakistan,Dubai International Stadium,spin,ODI,42.3,104.5,right,5,0,80,2,1,0,0,0
790,Rahmanullah Gurbaz,Afghanistan,Sri Lanka,"Wankhede Stadium, Mumbai",batting,ODI,38.1,102.5,right,2,0,72,27,31,2,0,0
791,Aiden Markram,South Africa,New Zealand,"R. Premadasa Stadium, Colombo",spin,T20,38.9,87.1,right,4,0,83,20,21,1,0,0
792,Najibullah Zadran,Afghanistan,New Zealand,"Kensington Oval, Barbados",batting,ODI,28.9,108.7,left,6,0,83,14,19,1,0,0
793,Harry Brook,England,India,"Lord's, London",pace,T20,48.7,103.2,right,6,1,92,8,6,0,0,0
794,Najibullah Zadran,Afghanistan,Pakistan,Dubai International Stadium,spin,ODI,28.9,108.7,left,5,0,80,62,49,5,0,0
795,Mushfiqur Rahim,Bangladesh,Pakistan,"Newlands, Cape Town",pace,ODI,36.5,78.9,right,5,0,80,0,1,0,0,1
796,Shubman Gill,India,South Africa,"MA Chidambaram Stadium, Chennai",spin,T20,52.3,98.1,right,2,1,84,17,13,1,0,1
797,Joe Root,England,India,"Kensington Oval, Barbados",batting,ODI,51.2,87.5,right,3,0,92,14,11,1,0,0
798,Tom Latham,New Zealand,Bangladesh,"The Oval, London",balanced,T20,39.8,78.4,left,2,0,65,8,10,0,0,0
799,Mahmudullah,Bangladesh,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,33.9,76.8,right,6,0,68,26,30,1,0,1
800,Tamim Iqbal,Bangladesh,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,36.1,80.5,left,1,0,72,3,3,0,0,0
801,Imam-ul-Haq,Pakistan,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,49.5,79.1,left,1,0,90,3,2,0,0,0
802,Sadeera Samarawickrama,Sri Lanka,Pakistan,"Wankhede Stadium, Mumbai",batting,ODI,31.5,84.3,right,5,0,80,28,43,2,0,0
803,Travis Head,Australia,India,"R. Premadasa Stadium, Colombo",spin,ODI,44.9,101.3,left,5,0,92,17,15,1,0,0
804,Rohit Sharma,India,Sri Lanka,Dubai International Stadium,spin,T20,49.7,91.5,right,2,0,72,1,1,0,0,1
805,Sadeera Samarawickrama,Sri Lanka,India,"Lord's, London",pace,T20,31.5,84.3,right,5,0,92,0,1,0,0,0
806,Ben Stokes,England,India,"R. Premadasa Stadium, Colombo",spin,ODI,40.1,95.8,left,6,0,92,13,12,1,0,0
807,Marnus Labuschagne,Australia,Pakistan,"Kensington Oval, Barbados",batting,T20,53.1,84.2,right,3,0,80,19,26,1,0,0
808,Babar Azam,Pakistan,England,"MA Chidambaram Stadium, Chennai",spin,ODI,56.2,88.9,right,3,0,85,12,13,1,0,0
809,Litton Das,Bangladesh,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,34.2,88.4,right,1,0,92,10,13,1,0,0
810,Shreyas Iyer,India,South Africa,Dubai International Stadium,spin,ODI,44.2,96.7,right,5,0,84,1,1,0,0,0
811,Mahmudullah,Bangladesh,Australia,"Eden Gardens, Kolkata",balanced,ODI,33.9,76.8,right,6,0,90,13,18,1,0,0
812,Sadeera Samarawickrama,Sri Lanka,South Africa,"Newlands, Cape Town",pace,T20,31.5,84.3,right,5,0,84,4,3,0,0,0
813,Mitchell Marsh,Australia,West Indies,"MA Chidambaram Stadium, Chennai",spin,T20,38.5,92.6,right,5,0,68,69,67,6,1,0
814,Azmatullah Omarzai,Afghanistan,Pakistan,Sydney Cricket Ground,balanced,T20,32.4,96.8,right,6,0,80,10,11,0,0,0
815,Marnus Labuschagne,Australia,New Zealand,"R. Premadasa Stadium, Colombo",spin,ODI,53.1,84.2,right,3,0,83,2,2,0,0,0
816,Sadeera Samarawickrama,Sri Lanka,Australia,Dubai International Stadium,spin,T20,31.5,84.3,right,5,0,90,14,25,1,0,0
817,David Miller,South Africa,New Zealand,"Newlands, Cape Town",pace,ODI,36.8,101.4,left,7,1,83,73,72,4,1,0
818,Aiden Markram,South Africa,Sri Lanka,"Kensington Oval, Barbados",batting,T20,38.9,87.1,right,4,0,72,26,29,2,0,1
819,Travis Head,Australia,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,T20,44.9,101.3,left,5,0,72,7,6,0,0,0
820,Kane Williamson,New Zealand,Bangladesh,Dubai International Stadium,spin,T20,48.5,81.3,right,3,0,65,30,31,3,0,1
821,Steve Smith,Australia,India,"Newlands, Cape Town",pace,T20,56.8,86.4,right,3,0,92,0,1,0,0,0
822,Kusal Mendis,Sri Lanka,Afghanistan,Dubai International Stadium,spin,ODI,33.8,89.2,right,4,0,70,11,14,0,0,0
823,Tamim Iqbal,Bangladesh,Pakistan,"MA Chidambaram Stadium, Chennai",spin,ODI,36.1,80.5,left,1,0,80,46,50,5,0,0
824,Najibullah Zadran,Afghanistan,India,"Hagley Oval, Christchurch",pace,T20,28.9,108.7,left,5,0,92,3,3,0,0,0
825,Daryl Mitchell,New Zealand,Bangladesh,"Kensington Oval, Barbados",batting,ODI,43.1,93.5,right,5,0,65,0,1,0,0,0
826,Hashmatullah Shahidi,Afghanistan,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,35.6,72.4,left,3,0,65,50,67,4,1,1
827,Tom Latham,New Zealand,England,"Shere Bangla Stadium, Dhaka",spin,ODI,39.8,78.4,left,1,0,85,18,19,1,0,0
828,Devon Conway,New Zealand,England,Dubai International Stadium,spin,T20,45.2,85.7,left,2,0,85,2,2,0,0,0
829,Nicholas Pooran,West Indies,Pakistan,"The Oval, London",balanced,ODI,30.5,105.3,left,5,0,80,15,16,1,0,1
830,Joe Root,England,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,51.2,87.5,right,3,0,72,9,11,0,0,1
831,Quinton de Kock,South Africa,Afghanistan,"Lord's, London",pace,T20,44.6,96.3,left,2,0,70,5,7,0,0,0
832,Tom Latham,New Zealand,England,"Hagley Oval, Christchurch",pace,ODI,39.8,78.4,left,1,1,85,6,5,0,0,1
833,Litton Das,Bangladesh,Pakistan,"MA Chidambaram Stadium, Chennai",spin,ODI,34.2,88.4,right,1,0,80,32,31,3,0,0
834,Ibrahim Zadran,Afghanistan,Australia,Dubai International Stadium,spin,ODI,41.2,82.3,right,2,0,90,11,14,0,0,0
835,Imam-ul-Haq,Pakistan,England,"Wankhede Stadium, Mumbai",batting,T20,49.5,79.1,left,2,0,85,37,50,3,1,0
836,Fakhar Zaman,Pakistan,New Zealand,"R. Premadasa Stadium, Colombo",spin,T20,42.1,94.3,left,2,0,83,62,75,5,0,0
837,Shimron Hetmyer,West Indies,South Africa,"The Oval, London",balanced,T20,31.2,98.7,left,6,0,84,27,32,1,0,0
838,Jos Buttler,England,Pakistan,"Wankhede Stadium, Mumbai",batting,T20,39.8,118.2,right,6,0,80,21,24,2,0,0
839,Imam-ul-Haq,Pakistan,New Zealand,"Hagley Oval, Christchurch",pace,T20,49.5,79.1,left,1,0,83,0,1,0,0,0
840,Mushfiqur Rahim,Bangladesh,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,36.5,78.9,right,6,0,72,63,75,4,1,0
841,Babar Azam,Pakistan,Afghanistan,Melbourne Cricket Ground,pace,ODI,56.2,88.9,right,3,0,70,8,10,0,0,0
842,Ben Stokes,England,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,40.1,95.8,left,6,0,70,3,2,0,0,0
843,Shai Hope,West Indies,Pakistan,"Eden Gardens, Kolkata",balanced,T20,40.2,78.6,right,1,0,80,9,10,0,0,0
844,Rohit Sharma,India,New Zealand,"Kensington Oval, Barbados",batting,T20,49.7,91.5,right,1,0,83,1,1,0,0,0
845,Jos Buttler,England,South Africa,"R. Premadasa Stadium, Colombo",spin,T20,39.8,118.2,right,6,0,84,21,18,2,0,0
846,Kane Williamson,New Zealand,Australia,Melbourne Cricket Ground,pace,T20,48.5,81.3,right,4,0,90,69,63,7,2,0
847,Babar Azam,Pakistan,New Zealand,Sydney Cricket Ground,balanced,ODI,56.2,88.9,right,4,0,83,28,32,1,0,1
848,Babar Azam,Pakistan,West Indies,Dubai International Stadium,spin,ODI,56.2,88.9,right,3,0,68,90,114,6,2,0
849,Kane Williamson,New Zealand,India,"Lord's, London",pace,T20,48.5,81.3,right,3,0,92,4,3,0,0,0
850,Shubman Gill,India,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,ODI,52.3,98.1,right,2,1,72,4,5,0,0,0
851,Shreyas Iyer,India,South Africa,Dubai International Stadium,spin,ODI,44.2,96.7,right,5,0,84,7,6,0,0,0
852,Travis Head,Australia,Bangladesh,"Gaddafi Stadium, Lahore",spin,T20,44.9,101.3,left,6,0,65,2,1,0,0,0
853,Shimron Hetmyer,West Indies,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,31.2,98.7,left,5,0,83,12,18,1,0,0
854,Shimron Hetmyer,West Indies,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,31.2,98.7,left,6,0,70,37,34,3,0,0
855,KL Rahul,India,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,47.5,87.3,right,3,1,72,120,180,11,1,0
856,Kyle Mayers,West Indies,Australia,"Wankhede Stadium, Mumbai",batting,ODI,33.5,95.1,left,6,0,90,0,1,0,0,0
857,Devon Conway,New Zealand,India,"Newlands, Cape Town",pace,ODI,45.2,85.7,left,2,0,92,32,35,3,0,0
858,Tamim Iqbal,Bangladesh,India,Sydney Cricket Ground,balanced,ODI,36.1,80.5,left,1,0,92,10,10,1,0,0
859,Shubman Gill,India,Australia,"The Oval, London",balanced,T20,52.3,98.1,right,1,0,90,19,19,1,0,0
860,Shubman Gill,India,West Indies,"Hagley Oval, Christchurch",pace,T20,52.3,98.1,right,2,0,68,4,4,0,0,0
861,Mushfiqur Rahim,Bangladesh,New Zealand,Dubai International Stadium,spin,T20,36.5,78.9,right,5,0,83,30,34,2,0,1
862,Tamim Iqbal,Bangladesh,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,36.1,80.5,left,1,0,80,3,4,0,0,0
863,Quinton de Kock,South Africa,New Zealand,"Newlands, Cape Town",pace,ODI,44.6,96.3,left,2,1,83,0,1,0,0,0
864,Sadeera Samarawickrama,Sri Lanka,New Zealand,"Hagley Oval, Christchurch",pace,ODI,31.5,84.3,right,6,0,83,4,4,0,0,0
865,Mushfiqur Rahim,Bangladesh,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,36.5,78.9,right,6,0,84,37,41,3,0,0
866,Virat Kohli,India,Afghanistan,"Newlands, Cape Town",pace,ODI,59.1,93.2,right,3,0,70,34,46,3,0,0
867,Quinton de Kock,South Africa,Pakistan,"Kensington Oval, Barbados",batting,T20,44.6,96.3,left,1,0,80,18,15,1,0,0
868,Imam-ul-Haq,Pakistan,West Indies,"Wankhede Stadium, Mumbai",batting,ODI,49.5,79.1,left,1,0,68,0,1,0,0,0
869,KL Rahul,India,Australia,"Newlands, Cape Town",pace,T20,47.5,87.3,right,4,0,90,40,42,3,0,1
870,Imam-ul-Haq,Pakistan,Australia,"Shere Bangla Stadium, Dhaka",spin,T20,49.5,79.1,left,1,0,90,14,21,1,0,1
871,Fakhar Zaman,Pakistan,Sri Lanka,"Eden Gardens, Kolkata",balanced,T20,42.1,94.3,left,2,0,72,58,68,6,1,0
872,Jonny Bairstow,England,Australia,"R. Premadasa Stadium, Colombo",spin,ODI,42.3,104.5,right,5,0,90,4,3,0,0,0
873,Jonny Bairstow,England,Afghanistan,"Eden Gardens, Kolkata",balanced,T20,42.3,104.5,right,5,0,70,30,24,1,0,0
874,Travis Head,Australia,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,44.9,101.3,left,5,0,70,8,9,0,0,0
875,Rohit Sharma,India,Sri Lanka,"The Oval, London",balanced,ODI,49.7,91.5,right,2,0,72,2,2,0,0,0
876,Dhananjaya de Silva,Sri Lanka,South Africa,"The Oval, London",balanced,T20,37.1,86.5,right,5,0,84,5,5,0,0,0
877,Tamim Iqbal,Bangladesh,Sri Lanka,"Kensington Oval, Barbados",batting,T20,36.1,80.5,left,2,0,72,62,77,4,1,0
878,Tamim Iqbal,Bangladesh,South Africa,Dubai International Stadium,spin,ODI,36.1,80.5,left,1,0,84,3,5,0,0,0
879,Sadeera Samarawickrama,Sri Lanka,India,"Gaddafi Stadium, Lahore",spin,ODI,31.5,84.3,right,5,0,92,2,1,0,0,1
880,Quinton de Kock,South Africa,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,44.6,96.3,left,1,0,70,40,48,4,1,0
881,Harry Brook,England,Australia,"Hagley Oval, Christchurch",pace,T20,48.7,103.2,right,5,0,90,33,34,3,0,1
882,Hashmatullah Shahidi,Afghanistan,New Zealand,Melbourne Cricket Ground,pace,T20,35.6,72.4,left,3,0,83,6,8,0,0,0
883,Quinton de Kock,South Africa,New Zealand,"Eden Gardens, Kolkata",balanced,T20,44.6,96.3,left,2,0,83,34,26,3,0,0
884,Nicholas Pooran,West Indies,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,T20,30.5,105.3,left,6,0,90,26,20,1,0,1
885,Sadeera Samarawickrama,Sri Lanka,South Africa,"Wankhede Stadium, Mumbai",batting,ODI,31.5,84.3,right,6,0,84,48,80,4,0,0
886,Marnus Labuschagne,Australia,New Zealand,"Gaddafi Stadium, Lahore",spin,ODI,53.1,84.2,right,3,0,83,11,13,0,0,0
887,Devon Conway,New Zealand,Afghanistan,"Hagley Oval, Christchurch",pace,T20,45.2,85.7,left,2,1,70,60,86,5,1,1
888,Saud Shakeel,Pakistan,South Africa,"Wankhede Stadium, Mumbai",batting,T20,46.3,82.4,left,5,0,84,40,48,2,1,0
889,Devon Conway,New Zealand,Pakistan,"Lord's, London",pace,ODI,45.2,85.7,left,2,0,80,34,32,3,0,1
890,Shimron Hetmyer,West Indies,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,31.2,98.7,left,6,0,84,18,18,1,0,0
891,Fakhar Zaman,Pakistan,England,"Wankhede Stadium, Mumbai",batting,ODI,42.1,94.3,left,1,0,85,3,2,0,0,0
892,Tamim Iqbal,Bangladesh,Pakistan,"Lord's, London",pace,ODI,36.1,80.5,left,1,0,80,6,7,0,0,0
893,Shakib Al Hasan,Bangladesh,Australia,"R. Premadasa Stadium, Colombo",spin,T20,37.8,82.1,left,6,0,90,17,19,1,0,0
894,Marnus Labuschagne,Australia,New Zealand,Dubai International Stadium,spin,T20,53.1,84.2,right,4,0,83,9,8,0,0,0
