innings_id,bowler,team,opponent,venue,pitch_type,match_format,bowling_avg,bowling_sr,bowling_econ,bowling_type,is_home,opponent_strength,overs_bowled,runs_conceded,wickets_taken,maidens,dot_balls
1610,Moeen Ali,England,India,Sydney Cricket Ground,balanced,T20,36.8,43.2,5.3,spin,0,92,2,20,0,0,3
1611,Keshav Maharaj,South Africa,England,Dubai International Stadium,spin,T20,31.5,38.2,4.8,spin,0,85,4,26,3,0,9
1612,Naseem Shah,Pakistan,England,"Hagley Oval, Christchurch",pace,T20,28.5,32.1,5.3,fast,0,85,4,14,4,0,9
1613,Taskin Ahmed,Bangladesh,Afghanistan,"R. Premadasa Stadium, Colombo",spin,T20,30.5,35.8,5.4,fast,0,70,4,27,1,0,6
1614,Gudakesh Motie,West Indies,Sri Lanka,"Eden Gardens, Kolkata",balanced,T20,28.5,32.6,4.5,spin,0,72,3,23,0,0,7
1615,Moeen Ali,England,South Africa,"Newlands, Cape Town",pace,ODI,36.8,43.2,5.3,spin,0,84,9,68,3,0,15
1616,Jason Holder,West Indies,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,31.2,37.5,5.0,fast,0,72,3,11,0,0,7
1617,Wanindu Hasaranga,Sri Lanka,India,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,24.8,28.2,5.0,spin,0,92,8,52,1,2,19
1618,Kagiso Rabada,South Africa,Pakistan,"The Oval, London",balanced,ODI,25.4,28.6,5.2,fast,0,80,10,58,4,1,25
1619,Rashid Khan,Afghanistan,England,"Hagley Oval, Christchurch",pace,T20,18.5,22.3,4.1,spin,0,85,2,12,2,0,5
1620,Rashid Khan,Afghanistan,Australia,"Hagley Oval, Christchurch",pace,T20,18.5,22.3,4.1,spin,0,90,4,16,3,0,10
1621,Keshav Maharaj,South Africa,New Zealand,"Eden Gardens, Kolkata",balanced,T20,31.5,38.2,4.8,spin,0,83,4,35,1,0,8
1622,Taskin Ahmed,Bangladesh,New Zealand,Dubai International Stadium,spin,T20,30.5,35.8,5.4,fast,0,83,3,26,1,0,6
1623,Adil Rashid,England,West Indies,"Newlands, Cape Town",pace,ODI,33.5,38.7,5.4,spin,0,68,9,45,3,2,25
1624,Mujeeb Ur Rahman,Afghanistan,Sri Lanka,"Eden Gardens, Kolkata",balanced,ODI,25.1,29.5,4.5,spin,0,72,6,29,4,1,16
1625,Glenn Maxwell,Australia,England,"Eden Gardens, Kolkata",balanced,ODI,42.1,52.3,5.5,spin,0,85,10,52,2,0,27
1626,Mohammed Siraj,India,South Africa,Dubai International Stadium,spin,ODI,28.4,31.9,5.4,fast,0,84,8,33,6,0,22
1627,Anrich Nortje,South Africa,Bangladesh,"R. Premadasa Stadium, Colombo",spin,ODI,24.8,26.9,5.5,fast,0,65,9,43,6,2,27
1628,Mohammed Shami,India,Pakistan,Sydney Cricket Ground,balanced,T20,26.1,28.7,5.2,fast,0,80,4,24,2,0,11
1629,Kuldeep Yadav,India,Pakistan,"Gaddafi Stadium, Lahore",spin,T20,27.8,33.5,5.1,spin,0,80,3,13,2,0,7
1630,Reece Topley,England,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,26.7,29.8,5.2,fast,0,65,2,24,1,0,2
1631,Naveen-ul-Haq,Afghanistan,Australia,"Hagley Oval, Christchurch",pace,T20,26.8,30.2,5.3,fast,0,90,4,14,3,0,9
1632,Anrich Nortje,South Africa,India,"Gaddafi Stadium, Lahore",spin,ODI,24.8,26.9,5.5,fast,0,92,10,66,3,1,16
1633,Adil Rashid,England,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,33.5,38.7,5.4,spin,0,83,4,27,2,0,9
1634,Naveen-ul-Haq,Afghanistan,Australia,Melbourne Cricket Ground,pace,T20,26.8,30.2,5.3,fast,0,90,3,25,0,0,5
1635,Mark Wood,England,Pakistan,"Kensington Oval, Barbados",batting,T20,28.9,31.2,5.6,fast,0,80,4,31,3,0,10
1636,Adam Zampa,Australia,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,T20,29.3,35.2,5.1,spin,0,72,3,24,2,0,5
1637,Gudakesh Motie,West Indies,India,"Gaddafi Stadium, Lahore",spin,ODI,28.5,32.6,4.5,spin,0,92,8,31,5,2,24
1638,Ravindra Jadeja,India,Pakistan,"Newlands, Cape Town",pace,ODI,32.5,42.1,4.8,spin,0,80,7,39,2,3,18
1639,Dushmantha Chameera,Sri Lanka,Afghanistan,"Lord's, London",pace,T20,29.1,33.8,5.5,fast,0,70,2,13,1,0,4
1640,Noor Ahmad,Afghanistan,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,27.5,31.8,4.7,spin,0,83,10,41,4,1,30
1641,Glenn Maxwell,Australia,Pakistan,"R. Premadasa Stadium, Colombo",spin,T20,42.1,52.3,5.5,spin,0,80,4,31,2,0,8
1642,Adil Rashid,England,Pakistan,"Lord's, London",pace,T20,33.5,38.7,5.4,spin,1,80,4,18,2,0,10
1643,Jason Holder,West Indies,England,"R. Premadasa Stadium, Colombo",spin,ODI,31.2,37.5,5.0,fast,0,85,9,33,2,1,27
1644,Kuldeep Yadav,India,South Africa,"Newlands, Cape Town",pace,T20,27.8,33.5,5.1,spin,0,84,4,37,2,0,8
1645,Dilshan Madushanka,Sri Lanka,Bangladesh,Sydney Cricket Ground,balanced,T20,28.3,32.5,5.3,fast,0,65,3,27,0,0,4
1646,Shaheen Afridi,Pakistan,England,Dubai International Stadium,spin,T20,24.1,27.5,5.1,fast,0,85,2,9,2,0,4
1647,Fazalhaq Farooqi,Afghanistan,Australia,"Lord's, London",pace,T20,24.2,26.8,5.1,fast,0,90,4,27,2,0,9
1648,Reece Topley,England,Pakistan,"Lord's, London",pace,ODI,26.7,29.8,5.2,fast,1,80,8,33,5,0,17
1649,Keshav Maharaj,South Africa,England,"Hagley Oval, Christchurch",pace,T20,31.5,38.2,4.8,spin,0,85,4,17,0,0,9
1650,Jasprit Bumrah,India,New Zealand,Melbourne Cricket Ground,pace,T20,24.3,30.2,4.5,fast,0,83,3,22,1,0,7
1651,Trent Boult,New Zealand,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,25.6,29.1,5.1,fast,0,70,4,22,0,0,11
1652,Mehidy Hasan Miraz,Bangladesh,New Zealand,Dubai International Stadium,spin,T20,32.1,38.5,4.7,spin,0,83,4,29,4,0,8
1653,Jayden Seales,West Indies,Afghanistan,"Lord's, London",pace,ODI,30.1,35.2,5.4,fast,0,70,10,37,7,2,27
1654,Dushmantha Chameera,Sri Lanka,India,"Kensington Oval, Barbados",batting,T20,29.1,33.8,5.5,fast,0,92,4,20,1,0,9
1655,Jasprit Bumrah,India,England,"R. Premadasa Stadium, Colombo",spin,T20,24.3,30.2,4.5,fast,0,85,4,25,2,0,10
1656,Mohammed Shami,India,Australia,"Hagley Oval, Christchurch",pace,ODI,26.1,28.7,5.2,fast,0,90,6,25,4,0,17
1657,Haris Rauf,Pakistan,Australia,"The Oval, London",balanced,T20,27.3,30.1,5.6,fast,0,90,4,42,3,0,7
1658,Ravindra Jadeja,India,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,T20,32.5,42.1,4.8,spin,0,70,3,14,1,0,7
1659,Tim Southee,New Zealand,England,"Newlands, Cape Town",pace,T20,29.8,33.5,5.4,fast,0,85,4,23,3,0,10
1660,Wanindu Hasaranga,Sri Lanka,Australia,"Kensington Oval, Barbados",batting,T20,24.8,28.2,5.0,spin,0,90,3,27,0,0,6
1661,Mustafizur Rahman,Bangladesh,England,"MA Chidambaram Stadium, Chennai",spin,T20,28.7,33.1,5.0,fast,0,85,4,30,1,0,9
1662,Fazalhaq Farooqi,Afghanistan,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,24.2,26.8,5.1,fast,0,65,3,29,2,0,6
1663,Maheesh Theekshana,Sri Lanka,New Zealand,"Lord's, London",pace,ODI,26.5,30.1,4.8,spin,0,83,7,35,2,1,13
1664,Trent Boult,New Zealand,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,25.6,29.1,5.1,fast,0,70,3,19,1,0,7
1665,Mohammad Nawaz,Pakistan,Sri Lanka,"The Oval, London",balanced,T20,35.2,41.5,5.0,spin,0,72,3,22,1,0,6
1666,Shoriful Islam,Bangladesh,Afghanistan,"Kensington Oval, Barbados",batting,ODI,31.4,36.2,5.5,fast,0,70,8,42,4,0,18
1667,Shoriful Islam,Bangladesh,Australia,Melbourne Cricket Ground,pace,T20,31.4,36.2,5.5,fast,0,90,4,22,3,0,11
1668,Josh Hazlewood,Australia,Pakistan,"Lord's, London",pace,T20,25.1,30.5,4.7,fast,0,80,3,13,2,0,6
1669,Alzarri Joseph,West Indies,New Zealand,"Kensington Oval, Barbados",batting,ODI,27.5,30.8,5.3,fast,1,83,10,82,1,1,20
1670,Shaheen Afridi,Pakistan,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,24.1,27.5,5.1,fast,0,65,4,30,1,0,6
1671,Adil Rashid,England,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,33.5,38.7,5.4,spin,0,65,4,32,1,0,5
1672,Mehidy Hasan Miraz,Bangladesh,Pakistan,Melbourne Cricket Ground,pace,ODI,32.1,38.5,4.7,spin,0,80,9,23,5,1,27
1673,Mujeeb Ur Rahman,Afghanistan,West Indies,"Gaddafi Stadium, Lahore",spin,ODI,25.1,29.5,4.5,spin,0,68,9,59,7,3,27
1674,Ravindra Jadeja,India,South Africa,"MA Chidambaram Stadium, Chennai",spin,ODI,32.5,42.1,4.8,spin,1,84,8,33,6,0,19
1675,Pat Cummins,Australia,Afghanistan,"Kensington Oval, Barbados",batting,T20,25.7,29.8,5.0,fast,0,70,3,23,1,0,4
1676,Shaheen Afridi,Pakistan,Sri Lanka,"The Oval, London",balanced,T20,24.1,27.5,5.1,fast,0,72,2,17,0,0,3
1677,Pat Cummins,Australia,England,"Shere Bangla Stadium, Dhaka",spin,ODI,25.7,29.8,5.0,fast,0,85,10,50,4,1,18
1678,Haris Rauf,Pakistan,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,T20,27.3,30.1,5.6,fast,0,70,4,24,1,0,8
1679,Trent Boult,New Zealand,India,"Shere Bangla Stadium, Dhaka",spin,ODI,25.6,29.1,5.1,fast,0,92,10,82,4,2,18
1680,Adil Rashid,England,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,ODI,33.5,38.7,5.4,spin,0,70,5,22,4,0,13
1681,Mitchell Starc,Australia,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,24.8,27.3,5.3,fast,0,72,4,28,2,0,8
1682,Jayden Seales,West Indies,Bangladesh,"R. Premadasa Stadium, Colombo",spin,ODI,30.1,35.2,5.4,fast,0,65,7,23,3,0,23
1683,Lungi Ngidi,South Africa,West Indies,"Hagley Oval, Christchurch",pace,T20,26.3,29.7,5.4,fast,0,68,4,23,1,0,12
1684,Marco Jansen,South Africa,Sri Lanka,"Hagley Oval, Christchurch",pace,ODI,27.1,31.4,5.0,fast,0,72,5,29,2,1,12
1685,Taskin Ahmed,Bangladesh,Sri Lanka,"Wankhede Stadium, Mumbai",batting,ODI,30.5,35.8,5.4,fast,0,72,8,50,5,1,19
1686,Alzarri Joseph,West Indies,India,"MA Chidambaram Stadium, Chennai",spin,ODI,27.5,30.8,5.3,fast,0,92,5,21,3,0,15
1687,Mohammed Shami,India,Pakistan,"Shere Bangla Stadium, Dhaka",spin,ODI,26.1,28.7,5.2,fast,0,80,7,31,4,0,20
1688,Shakib Al Hasan,Bangladesh,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,33.8,40.2,4.6,spin,0,70,4,10,2,0,13
1689,Shoriful Islam,Bangladesh,England,"Hagley Oval, Christchurch",pace,T20,31.4,36.2,5.5,fast,0,85,3,17,2,0,8
1690,Mitchell Starc,Australia,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,24.8,27.3,5.3,fast,0,83,9,79,3,1,18
1691,Noor Ahmad,Afghanistan,South Africa,"Lord's, London",pace,ODI,27.5,31.8,4.7,spin,0,84,8,36,3,0,28
1692,Mitchell Starc,Australia,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,24.8,27.3,5.3,fast,0,65,2,12,0,0,4
1693,Anrich Nortje,South Africa,Pakistan,Dubai International Stadium,spin,ODI,24.8,26.9,5.5,fast,0,80,10,54,6,0,19
1694,Tim Southee,New Zealand,Pakistan,Dubai International Stadium,spin,ODI,29.8,33.5,5.4,fast,0,80,9,54,5,0,21
1695,Matt Henry,New Zealand,Bangladesh,"Eden Gardens, Kolkata",balanced,T20,26.2,28.8,5.0,fast,0,65,4,30,2,0,5
1696,Shakib Al Hasan,Bangladesh,South Africa,"R. Premadasa Stadium, Colombo",spin,T20,33.8,40.2,4.6,spin,0,84,3,10,2,0,7
1697,Adam Zampa,Australia,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,29.3,35.2,5.1,spin,0,80,4,36,1,0,8
1698,Marco Jansen,South Africa,New Zealand,"Kensington Oval, Barbados",batting,ODI,27.1,31.4,5.0,fast,0,83,10,26,3,0,29
1699,Akeal Hosein,West Indies,Australia,"Kensington Oval, Barbados",batting,T20,29.8,34.1,4.8,spin,1,90,4,23,1,0,5
1700,Fazalhaq Farooqi,Afghanistan,West Indies,"Hagley Oval, Christchurch",pace,ODI,24.2,26.8,5.1,fast,0,68,6,45,6,1,15
1701,Haris Rauf,Pakistan,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,27.3,30.1,5.6,fast,0,65,10,55,0,1,27
1702,Kagiso Rabada,South Africa,Afghanistan,"Kensington Oval, Barbados",batting,T20,25.4,28.6,5.2,fast,0,70,4,27,2,0,11
1703,Adil Rashid,England,India,"Wankhede Stadium, Mumbai",batting,T20,33.5,38.7,5.4,spin,0,92,4,30,1,0,8
1704,Gudakesh Motie,West Indies,New Zealand,Dubai International Stadium,spin,T20,28.5,32.6,4.5,spin,0,83,4,21,4,0,9
1705,Naseem Shah,Pakistan,India,"Hagley Oval, Christchurch",pace,T20,28.5,32.1,5.3,fast,0,92,4,16,1,0,12
1706,Marco Jansen,South Africa,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,27.1,31.4,5.0,fast,0,83,10,62,4,1,16
1707,Ravindra Jadeja,India,England,Sydney Cricket Ground,balanced,T20,32.5,42.1,4.8,spin,0,85,3,14,1,0,6
1708,Alzarri Joseph,West Indies,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,27.5,30.8,5.3,fast,0,70,4,34,3,0,9
1709,Mohammad Nawaz,Pakistan,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,35.2,41.5,5.0,spin,0,72,4,40,1,0,6
1710,Dushmantha Chameera,Sri Lanka,Australia,"Eden Gardens, Kolkata",balanced,ODI,29.1,33.8,5.5,fast,0,90,10,72,5,1,24
1711,Kuldeep Yadav,India,Sri Lanka,"Newlands, Cape Town",pace,ODI,27.8,33.5,5.1,spin,0,72,10,45,6,0,29
1712,Moeen Ali,England,India,"MA Chidambaram Stadium, Chennai",spin,T20,36.8,43.2,5.3,spin,0,92,3,18,1,0,8
1713,Pat Cummins,Australia,Bangladesh,Dubai International Stadium,spin,ODI,25.7,29.8,5.0,fast,0,65,5,25,3,0,12
1714,Anrich Nortje,South Africa,India,"The Oval, London",balanced,ODI,24.8,26.9,5.5,fast,0,92,10,31,3,1,27
1715,Dilshan Madushanka,Sri Lanka,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,28.3,32.5,5.3,fast,0,80,8,56,2,0,16
1716,Akeal Hosein,West Indies,Afghanistan,"Gaddafi Stadium, Lahore",spin,ODI,29.8,34.1,4.8,spin,0,70,7,41,5,1,17
1717,Mustafizur Rahman,Bangladesh,New Zealand,"Kensington Oval, Barbados",batting,ODI,28.7,33.1,5.0,fast,0,83,8,39,3,1,22
1718,Jason Holder,West Indies,Bangladesh,Sydney Cricket Ground,balanced,T20,31.2,37.5,5.0,fast,0,65,3,23,2,0,5
1719,Dunith Wellalage,Sri Lanka,Bangladesh,"Kensington Oval, Barbados",batting,T20,30.2,35.4,4.9,spin,0,65,4,28,2,0,8
1720,Moeen Ali,England,Pakistan,"Kensington Oval, Barbados",batting,ODI,36.8,43.2,5.3,spin,0,80,9,67,2,0,18
1721,Noor Ahmad,Afghanistan,South Africa,Sydney Cricket Ground,balanced,T20,27.5,31.8,4.7,spin,0,84,4,23,4,0,9
1722,Trent Boult,New Zealand,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,ODI,25.6,29.1,5.1,fast,0,70,10,43,4,1,23
1723,Josh Hazlewood,Australia,South Africa,"Wankhede Stadium, Mumbai",batting,ODI,25.1,30.5,4.7,fast,0,84,7,52,3,2,16
1724,Moeen Ali,England,Pakistan,"Wankhede Stadium, Mumbai",batting,T20,36.8,43.2,5.3,spin,0,80,4,32,0,0,8
1725,Keshav Maharaj,South Africa,England,"MA Chidambaram Stadium, Chennai",spin,ODI,31.5,38.2,4.8,spin,0,85,10,34,7,2,31
1726,Chris Woakes,England,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,30.2,35.1,5.1,fast,0,70,10,63,6,0,26
1727,Anrich Nortje,South Africa,West Indies,"Lord's, London",pace,T20,24.8,26.9,5.5,fast,0,68,4,23,4,0,7
1728,Lungi Ngidi,South Africa,Australia,Melbourne Cricket Ground,pace,ODI,26.3,29.7,5.4,fast,0,90,7,43,3,2,19
1729,Jayden Seales,West Indies,South Africa,"Lord's, London",pace,T20,30.1,35.2,5.4,fast,0,84,2,5,1,0,4
1730,Taskin Ahmed,Bangladesh,Afghanistan,"Eden Gardens, Kolkata",balanced,T20,30.5,35.8,5.4,fast,0,70,4,23,2,0,5
1731,Noor Ahmad,Afghanistan,Bangladesh,Melbourne Cricket Ground,pace,ODI,27.5,31.8,4.7,spin,0,65,10,48,6,0,28
1732,Mustafizur Rahman,Bangladesh,New Zealand,"Newlands, Cape Town",pace,ODI,28.7,33.1,5.0,fast,0,83,8,58,4,1,13
1733,Naseem Shah,Pakistan,England,"Eden Gardens, Kolkata",balanced,T20,28.5,32.1,5.3,fast,0,85,4,32,2,0,6
1734,Dunith Wellalage,Sri Lanka,Pakistan,"Gaddafi Stadium, Lahore",spin,T20,30.2,35.4,4.9,spin,0,80,4,16,2,0,10
1735,Kuldeep Yadav,India,Afghanistan,"Wankhede Stadium, Mumbai",batting,T20,27.8,33.5,5.1,spin,1,70,3,16,1,0,6
1736,Jasprit Bumrah,India,Bangladesh,Sydney Cricket Ground,balanced,T20,24.3,30.2,4.5,fast,0,65,4,21,3,0,9
1737,Dilshan Madushanka,Sri Lanka,New Zealand,"Lord's, London",pace,T20,28.3,32.5,5.3,fast,0,83,4,25,2,0,10
1738,Rashid Khan,Afghanistan,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,T20,18.5,22.3,4.1,spin,0,72,4,21,4,0,10
1739,Jasprit Bumrah,India,England,"Shere Bangla Stadium, Dhaka",spin,T20,24.3,30.2,4.5,fast,0,85,3,23,2,0,5
1740,Moeen Ali,England,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,36.8,43.2,5.3,spin,0,72,4,43,0,0,4
1741,Mujeeb Ur Rahman,Afghanistan,Bangladesh,"Lord's, London",pace,ODI,25.1,29.5,4.5,spin,0,65,6,25,5,0,21
1742,Trent Boult,New Zealand,Australia,"Newlands, Cape Town",pace,T20,25.6,29.1,5.1,fast,0,90,4,21,0,0,10
1743,Shoriful Islam,Bangladesh,Australia,"Eden Gardens, Kolkata",balanced,T20,31.4,36.2,5.5,fast,0,90,3,6,1,0,7
1744,Marco Jansen,South Africa,Bangladesh,"Newlands, Cape Town",pace,T20,27.1,31.4,5.0,fast,1,65,4,14,3,0,10
1745,Kagiso Rabada,South Africa,West Indies,Dubai International Stadium,spin,T20,25.4,28.6,5.2,fast,0,68,4,21,1,0,9
1746,Mohammad Nawaz,Pakistan,India,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,35.2,41.5,5.0,spin,0,92,10,62,3,2,29
1747,Mehidy Hasan Miraz,Bangladesh,India,Dubai International Stadium,spin,ODI,32.1,38.5,4.7,spin,0,92,6,18,5,0,15
1748,Matt Henry,New Zealand,Afghanistan,"Kensington Oval, Barbados",batting,T20,26.2,28.8,5.0,fast,0,70,4,38,2,0,8
1749,Shaheen Afridi,Pakistan,Bangladesh,"Kensington Oval, Barbados",batting,ODI,24.1,27.5,5.1,fast,0,65,8,54,3,0,12
1750,Adil Rashid,England,India,Sydney Cricket Ground,balanced,ODI,33.5,38.7,5.4,spin,0,92,9,43,2,1,19
1751,Naveen-ul-Haq,Afghanistan,West Indies,"Wankhede Stadium, Mumbai",batting,T20,26.8,30.2,5.3,fast,0,68,2,15,0,0,2
1752,Noor Ahmad,Afghanistan,West Indies,"Wankhede Stadium, Mumbai",batting,ODI,27.5,31.8,4.7,spin,0,68,10,39,5,2,32
1753,Chris Woakes,England,Sri Lanka,"Newlands, Cape Town",pace,T20,30.2,35.1,5.1,fast,0,72,4,27,3,0,12
1754,Wanindu Hasaranga,Sri Lanka,South Africa,Melbourne Cricket Ground,pace,ODI,24.8,28.2,5.0,spin,0,84,9,45,7,1,19
1755,Moeen Ali,England,Pakistan,"Gaddafi Stadium, Lahore",spin,ODI,36.8,43.2,5.3,spin,0,80,10,32,4,2,33
1756,Matt Henry,New Zealand,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,T20,26.2,28.8,5.0,fast,0,70,4,17,1,0,10
1757,Chris Woakes,England,India,"Wankhede Stadium, Mumbai",batting,T20,30.2,35.1,5.1,fast,0,92,3,22,1,0,5
1758,Haris Rauf,Pakistan,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,T20,27.3,30.1,5.6,fast,0,83,3,19,0,0,7
1759,Taskin Ahmed,Bangladesh,West Indies,"Eden Gardens, Kolkata",balanced,ODI,30.5,35.8,5.4,fast,0,68,7,51,2,0,18
1760,Mohammed Shami,India,South Africa,"Kensington Oval, Barbados",batting,T20,26.1,28.7,5.2,fast,0,84,4,30,2,0,8
1761,Mujeeb Ur Rahman,Afghanistan,Pakistan,Dubai International Stadium,spin,T20,25.1,29.5,4.5,spin,0,80,2,6,2,0,5
1762,Jasprit Bumrah,India,England,"Shere Bangla Stadium, Dhaka",spin,T20,24.3,30.2,4.5,fast,0,85,4,15,3,0,9
1763,Moeen Ali,England,Pakistan,"R. Premadasa Stadium, Colombo",spin,T20,36.8,43.2,5.3,spin,0,80,4,18,4,0,9
1764,Lungi Ngidi,South Africa,West Indies,"Lord's, London",pace,T20,26.3,29.7,5.4,fast,0,68,4,16,4,0,11
1765,Shadab Khan,Pakistan,Afghanistan,"Wankhede Stadium, Mumbai",batting,T20,30.8,36.4,5.2,spin,0,70,2,15,0,0,3
1766,Josh Hazlewood,Australia,Bangladesh,Dubai International Stadium,spin,ODI,25.1,30.5,4.7,fast,0,65,9,43,7,2,25
1767,Shaheen Afridi,Pakistan,Sri Lanka,"Lord's, London",pace,T20,24.1,27.5,5.1,fast,0,72,3,15,2,0,5
1768,Dilshan Madushanka,Sri Lanka,India,"Lord's, London",pace,ODI,28.3,32.5,5.3,fast,0,92,8,35,3,1,17
1769,Jason Holder,West Indies,India,"The Oval, London",balanced,T20,31.2,37.5,5.0,fast,0,92,3,26,2,0,5
1770,Noor Ahmad,Afghanistan,Sri Lanka,"Eden Gardens, Kolkata",balanced,T20,27.5,31.8,4.7,spin,0,72,3,14,2,0,8
1771,Adil Rashid,England,West Indies,Dubai International Stadium,spin,T20,33.5,38.7,5.4,spin,0,68,4,29,3,0,10
1772,Mustafizur Rahman,Bangladesh,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,T20,28.7,33.1,5.0,fast,0,68,3,21,1,0,6
1773,Mohammed Siraj,India,West Indies,Sydney Cricket Ground,balanced,T20,28.4,31.9,5.4,fast,0,68,3,19,0,0,6
1774,Anrich Nortje,South Africa,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,24.8,26.9,5.5,fast,0,70,8,56,5,0,15
1775,Kagiso Rabada,South Africa,Pakistan,"Kensington Oval, Barbados",batting,ODI,25.4,28.6,5.2,fast,0,80,9,62,3,3,19
1776,Tim Southee,New Zealand,Sri Lanka,Sydney Cricket Ground,balanced,T20,29.8,33.5,5.4,fast,0,72,4,21,1,0,10
1777,Anrich Nortje,South Africa,Afghanistan,Dubai International Stadium,spin,T20,24.8,26.9,5.5,fast,0,70,4,30,3,0,5
1778,Shadab Khan,Pakistan,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,30.8,36.4,5.2,spin,0,84,9,18,3,0,29
1779,Matt Henry,New Zealand,Afghanistan,"Eden Gardens, Kolkata",balanced,T20,26.2,28.8,5.0,fast,0,70,2,10,2,0,3
1780,Mohammad Nawaz,Pakistan,Afghanistan,"Kensington Oval, Barbados",batting,T20,35.2,41.5,5.0,spin,0,70,4,18,1,0,9
1781,Anrich Nortje,South Africa,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,24.8,26.9,5.5,fast,0,65,8,51,2,0,13
1782,Mark Wood,England,New Zealand,Melbourne Cricket Ground,pace,ODI,28.9,31.2,5.6,fast,0,83,9,67,5,0,17
1783,Mohammad Nawaz,Pakistan,New Zealand,"Kensington Oval, Barbados",batting,T20,35.2,41.5,5.0,spin,0,83,4,27,2,0,9
1784,Mitchell Santner,New Zealand,England,"Kensington Oval, Barbados",batting,T20,35.1,42.3,4.7,spin,0,85,4,37,1,0,5
1785,Haris Rauf,Pakistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,27.3,30.1,5.6,fast,0,84,6,38,4,0,14
1786,Mark Wood,England,India,"Kensington Oval, Barbados",batting,ODI,28.9,31.2,5.6,fast,0,92,10,65,4,0,20
1787,Shakib Al Hasan,Bangladesh,West Indies,"Hagley Oval, Christchurch",pace,ODI,33.8,40.2,4.6,spin,0,68,8,43,4,2,22
1788,Wanindu Hasaranga,Sri Lanka,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,24.8,28.2,5.0,spin,0,80,7,28,4,0,22
1789,Mehidy Hasan Miraz,Bangladesh,New Zealand,"R. Premadasa Stadium, Colombo",spin,T20,32.1,38.5,4.7,spin,0,83,2,20,1,0,2
1790,Mustafizur Rahman,Bangladesh,New Zealand,"Kensington Oval, Barbados",batting,ODI,28.7,33.1,5.0,fast,0,83,7,36,1,2,15
1791,Jasprit Bumrah,India,England,"Lord's, London",pace,ODI,24.3,30.2,4.5,fast,0,85,5,23,2,0,18
1792,Maheesh Theekshana,Sri Lanka,England,"Lord's, London",pace,T20,26.5,30.1,4.8,spin,0,85,4,19,1,0,8
1793,Taskin Ahmed,Bangladesh,India,"Newlands, Cape Town",pace,ODI,30.5,35.8,5.4,fast,0,92,7,45,3,0,20
1794,Maheesh Theekshana,Sri Lanka,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,T20,26.5,30.1,4.8,spin,0,90,3,20,2,0,5
1795,Lockie Ferguson,New Zealand,Sri Lanka,Dubai International Stadium,spin,T20,24.5,26.4,5.3,fast,0,72,3,18,2,0,7
1796,Naseem Shah,Pakistan,Bangladesh,Sydney Cricket Ground,balanced,T20,28.5,32.1,5.3,fast,0,65,4,23,3,0,8
1797,Pat Cummins,Australia,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,25.7,29.8,5.0,fast,0,70,10,63,6,1,25
1798,Dilshan Madushanka,Sri Lanka,Bangladesh,"Kensington Oval, Barbados",batting,ODI,28.3,32.5,5.3,fast,0,65,9,44,7,0,28
1799,Adil Rashid,England,Afghanistan,"Lord's, London",pace,ODI,33.5,38.7,5.4,spin,1,70,10,79,4,1,23
